2021-07-01,東京都,1,0
2021-07-01,千葉県,2,1
2021-07-01,千葉県,2,2
2021-07-01,神奈川県,4,2
2021-07-02,福島県,2,0
2021-07-02,埼玉県,3,2
2021-07-02,埼玉県,4,2
2021-07-02,茨城県,3,0
2021-07-02,茨城県,2,1
2021-07-03,東京都,2,1
2021-07-03,千葉県,2,0
2021-07-03,千葉県,2,1
2021-07-03,栃木県,2,0
2021-07-03,栃木県,1,0
2021-07-03,東京都,4,2
2021-07-03,大阪府,2,3
2021-07-03,千葉県,1,0
2021-07-03,京都府,3,2
2021-07-03,神奈川県,2,0
2021-07-03,埼玉県,1,0
2021-07-03,千葉県,2,3
2021-07-03,福島県,1,0
2021-07-03,東京都,3,0
2021-07-03,東京都,2,1
2021-07-03,茨城県,2,1
2021-07-03,北海道,1,0
2021-07-03,栃木県,1,0
2021-07-03,埼玉県,2,0
2021-07-03,神奈川県,1,0
2021-07-03,埼玉県,2,0
2021-07-04,埼玉県,2,2
2021-07-04,千葉県,3,0
2021-07-04,千葉県,2,0
2021-07-04,東京都,2,1
2021-07-04,千葉県,3,0
2021-07-04,千葉県,1,0
2021-07-04,群馬県,2,0
2021-07-04,東京都,3,2
2021-07-04,栃木県,3,1
2021-07-04,群馬県,2,1
2021-07-04,千葉県,1,0
2021-07-04,大阪府,3,0
2021-07-04,茨城県,4,2
2021-07-04,東京都,3,1
2021-07-04,神奈川県,2,2
2021-07-04,東京都,3,2
2021-07-04,静岡県,3,0
2021-07-04,千葉県,2,0
2021-07-04,東京都,1,0
2021-07-04,千葉県,3,2
2021-07-04,新潟県,2,0
2021-07-04,福岡県,2,0
2021-07-04,群馬県,3,1
2021-07-05,千葉県,3,1
2021-07-05,神奈川県,2,1
2021-07-05,東京都,1,0
2021-07-05,埼玉県,4,2
2021-07-05,神奈川県,2,1
2021-07-06,埼玉県,1,0
2021-07-06,大阪府,1,0
2021-07-06,群馬県,3,0
2021-07-06,埼玉県,3,1
2021-07-06,群馬県,1,0
2021-07-06,栃木県,2,1
2021-07-07,千葉県,2,0
2021-07-07,千葉県,2,0
2021-07-07,栃木県,2,1
2021-07-07,東京都,1,0
2021-07-07,東京都,2,0
2021-07-07,茨城県,2,0
2021-07-07,神奈川県,1,0
2021-07-08,茨城県,2,2
2021-07-08,群馬県,2,2
2021-07-08,東京都,2,0
2021-07-08,千葉県,2,0
2021-07-08,神奈川県,2,0
2021-07-09,群馬県,3,1
2021-07-09,東京都,2,2
2021-07-09,東京都,2,1
2021-07-09,埼玉県,2,2
2021-07-09,神奈川県,2,2
2021-07-09,神奈川県,2,2
2021-07-10,神奈川県,3,2
2021-07-10,埼玉県,4,2
2021-07-10,京都府,2,0
2021-07-10,埼玉県,4,2
2021-07-10,埼玉県,1,0
2021-07-10,千葉県,2,2
2021-07-10,東京都,4,2
2021-07-10,千葉県,2,0
2021-07-10,神奈川県,2,2
2021-07-10,大阪府,3,1
2021-07-10,長野県,3,1
2021-07-10,神奈川県,1,0
2021-07-10,北海道,2,0
2021-07-10,群馬県,2,1
2021-07-10,千葉県,4,2
2021-07-10,埼玉県,2,1
2021-07-10,東京都,1,0
2021-07-10,京都府,3,1
2021-07-10,東京都,1,0
2021-07-11,神奈川県,2,0
2021-07-11,北海道,3,2
2021-07-11,東京都,2,0
2021-07-11,東京都,1,0
2021-07-11,群馬県,2,3
2021-07-11,栃木県,1,0
2021-07-11,埼玉県,2,0
2021-07-11,福島県,1,0
2021-07-11,茨城県,2,1
2021-07-11,東京都,2,0
2021-07-11,千葉県,2,3
2021-07-11,埼玉県,1,0
2021-07-11,茨城県,1,0
2021-07-11,京都府,3,1
2021-07-11,埼玉県,2,2
2021-07-11,東京都,2,0
2021-07-11,千葉県,4,2
2021-07-11,神奈川県,3,0
2021-07-11,東京都,3,0
2021-07-11,大阪府,3,1
2021-07-11,埼玉県,1,0
